PhraseId,Sentiment
73516,2
45614,2
55928,2
109892,1
24795,2
33963,2
4199,2
53081,2
33987,2
48906,2
95188,2
104301,2
48037,2
64079,3
123931,3
100101,2
4146,3
91021,2
86445,4
43897,2
43530,2
68855,2
9498,1
106246,2
153719,2
30731,2
3289,2
120023,2
54407,2
107745,4
55704,2
67470,2
24154,1
117646,2
120368,2
49023,2
15120,2
144639,2
129622,2
95732,2
110616,2
57638,3
68520,3
94960,2
50255,2
12402,3
112270,2
80581,2
117910,3
66860,3
41081,2
14816,2
129163,2
150293,2
68936,2
10313,2
3167,3
110135,2
149921,2
149099,2
69724,3
63367,2
108400,2
119353,2
119190,2
128876,2
10643,2
100177,2
120949,2
136718,2
105876,2
35623,2
54436,2
143335,1
30707,2
127196,2
117376,3
88167,2
42275,2
52362,3
106507,1
41340,3
37886,2
34911,3
98379,2
3072,2
50948,1
39095,2
86791,2
20124,2
58837,2
5191,2
72066,2
96692,2
147306,2
29707,2
3207,2
24021,2
72580,2
34973,2
53280,3
148427,2
100115,2
37830,1
19773,2
136621,2
84173,2
96511,2
34824,2
57355,2
67033,2
97088,0
128639,2
30723,2
100663,2
65982,2
87831,2
70295,3
16988,2
28656,1
122569,2
99941,2
70625,2
111342,3
21272,2
60763,3
151491,2
74794,3
125672,2
129747,0
22599,2
141970,2
120108,2
11658,2
82565,2
6495,2
84993,2
4685,4
51627,3
145466,2
149822,1
84185,2
64208,3
16564,2
139162,2
12733,2
144620,3
87039,2
56497,2
97714,2
47505,2
7302,2
130944,1
13736,3
79731,2
50936,3
100895,1
90717,2
151005,2
48324,2
122363,2
144555,2
110208,1
135478,2
1742,2
135540,2
103266,2
54775,3
116698,2
89688,2
117477,2
140656,2
103650,2
155585,2
104103,2
47353,2
25632,2
4218,2
42614,2
49883,2
36836,3
126903,2
132776,2
54509,2
73162,2
149567,2
40992,1
49170,1
125922,2
14709,2
19090,2
107977,2
123161,3
140716,2
151401,3
59602,2
124628,2
34983,2
104210,2
43050,1
101869,3
86944,2
121007,2
18551,2
142474,2
103112,2
30527,2
79088,3
77863,3
115092,3
102223,1
60369,0
121420,2
780,2
16371,2
121317,2
134204,2
135837,2
66722,1
71438,2
99952,2
97056,2
52109,2
154308,2
140514,2
28864,2
142803,2
23376,3
93064,1
72493,2
44092,1
134127,2
77281,2
71437,2
5174,3
121232,2
13847,3
92568,2
113404,2
60591,2
14268,2
42245,2
31777,2
108239,1
32653,3
142918,3
39952,2
143872,2
8850,2
65407,3
70056,2
44851,2
28827,2
52366,2
33516,2
84400,2
155536,3
14620,2
56131,2
88829,2
121579,2
9060,2
18043,2
56787,2
54512,2
3843,2
123561,3
118584,2
105042,2
113980,0
90917,3
116888,2
4213,3
116023,2
44204,2
75563,4
4803,2
67286,2
58180,2
75014,3
44012,2
43984,2
33405,4
114299,2
73545,2
85148,2
109260,2
131593,2
151109,3
125147,1
85901,2
106195,3
6730,3
26977,2
1655,2
138078,2
91637,1
110872,2
55922,2
134248,2
8960,3
137685,2
126305,3
22087,2
8738,2
132173,2
133857,2
20633,2
72197,2
110855,2
103962,3
140679,2
18413,2
118022,2
119711,2
56542,1
94751,2
4793,2
21177,1
154071,3
90789,4
116751,2
136710,2
148857,1
11947,2
154332,1
129928,2
56085,2
54094,1
115467,2
88767,2
10225,2
38115,2
117692,1
126347,3
56253,2
92985,2
107545,2
123694,2
14300,2
90629,2
84730,2
45440,2
19102,3
6152,2
21121,3
37329,2
97635,2
5132,3
90674,3
127892,3
26389,2
38159,3
8668,2
136012,3
49498,2
27357,2
60936,2
144265,2
95621,2
57141,2
65375,2
9437,2
100526,2
52703,2
30991,2
76534,2
38247,3
104034,2
86997,2
143804,2
99351,2
145752,1
108905,2
118856,3
115470,3
25769,3
131069,1
64099,2
66463,2
80363,2
67676,3
43908,2
116608,2
143521,2
33271,2
119447,2
143935,2
144753,1
49743,2
51710,2
135743,3
73301,2
103852,2
144830,2
126901,2
135629,2
49322,2
86748,2
64859,2
33003,2
12701,1
33081,2
49983,2
20645,3
1765,1
83003,2
62045,1
64831,3
35224,2
91693,2
15627,2
95049,2
64360,2
18998,2
23564,3
58462,2
109572,2
50789,2
51712,2
17692,2
26942,2
83371,2
114391,2
97114,2
107874,1
122005,2
155273,2
75373,2
63313,1
112589,2
129181,2
23965,2
73011,2
114349,3
44099,2
135338,2
98446,3
111921,2
107211,3
54356,2
132748,2
33061,2
67227,1
57213,1
99989,2
109227,2
64639,2
117052,1
46264,2
134704,2
46684,2
113268,3
56940,2
20826,2
155936,3
64215,3
30333,2
55497,3
64680,2
38591,2
17664,2
115594,2
131925,2
80735,3
119111,2
124621,2
72655,2
59927,2
14003,2
67192,2
52885,2
6751,2
128892,2
100323,2
129966,3
31477,2
129249,2
2173,2
56103,3
102259,3
154264,1
99830,2
126923,4
114600,2
107022,2
62091,1
29114,2
20292,2
20453,2
91779,2
26670,2
34223,2
110774,2
13543,1
105662,2
95450,1
40843,2
26668,2
57412,3
25397,2
20206,2
67782,2
43833,2
24172,2
116631,3
135305,2
121063,2
137852,3
85330,2
89742,2
66665,1
100317,2
3228,2
45734,2
126129,2
48028,2
42283,2
62328,2
101407,2
124149,3
50597,2
84414,2
53780,2
142001,2
58541,2
97427,3
113865,2
50046,2
126597,3
100474,2
95489,2
26802,2
84529,2
145080,3
25084,3
42433,3
142525,2
97812,2
144105,2
52663,1
83152,2
71772,3
123323,2
29247,2
132163,2
89274,1
122885,2
58399,2
153380,2
22677,2
146404,2
52066,2
136473,2
69999,3
151984,2
2372,1
136077,1
66048,2
75800,2
80018,2
84000,3
107681,2
64924,2
27188,2
118989,2
102074,1
106613,2
133253,2
50859,2
27931,2
3030,2
43731,2
29846,2
48001,2
88900,2
138100,2
44787,2
114829,1
35896,2
129347,2
92197,2
82311,2
10830,2
38280,2
56035,2
8284,2
90383,2
110566,2
149989,1
78339,2
31581,3
31363,2
18554,2
96950,3
124818,2
42898,2
49019,2
154195,2
124911,2
62667,2
29932,2
40576,2
57291,2
55289,2
90787,4
60703,2
86388,2
21911,1
36557,2
132222,2
131621,2
59707,2
93990,2
25604,2
50888,2
95810,2
74451,3
59012,2
88538,1
34780,2
24555,2
140103,2
12796,2
119242,2
132126,2
63485,2
5504,2
138229,3
48541,2
27813,2
144036,1
105406,2
46745,2
35137,3
69156,2
72819,2
95611,2
24789,2
73563,2
74076,2
127605,2
81908,1
125530,2
23078,2
150101,2
126506,3
88793,3
149459,3
147953,2
5900,2
77533,2
78096,2
63701,2
6925,2
21386,3
141221,1
154708,3
94449,0
85661,2
127632,2
41094,3
89992,2
80949,2
134818,2
28714,2
15526,2
94718,1
26741,2
87370,2
93887,2
43748,2
72938,2
58004,2
22482,2
109199,2
49101,2
83541,2
115198,2
69905,2
51458,3
24501,2
1413,1
140980,2
70947,2
77478,2
111445,3
121153,2
153735,2
111465,2
73259,2
20091,2
123251,2
112878,2
37795,2
141010,3
67700,1
80082,2
145829,3
71685,2
82026,4
30612,1
95806,2
12029,2
153613,2
103139,2
58297,1
147376,2
75110,2
6257,3
91723,2
30904,2
50664,2
87523,2
19767,2
139622,2
153206,2
11078,2
78359,2
107415,3
124302,2
43239,2
144467,2
75417,2
127780,2
125432,2
46118,2
39618,2
74813,1
2688,2
55518,3
21286,2
135957,2
92320,2
20180,2
123821,2
18422,2
126174,2
96074,2
106783,2
60019,2
50266,3
36434,2
116347,3
32079,1
39437,2
49316,2
115746,2
154810,2
92955,2
26868,2
60419,3
24863,3
106366,2
21083,2
108229,2
72508,2
67712,2
27061,3
139731,1
153739,2
26678,2
2320,2
15055,2
124095,2
26818,2
72526,3
93420,2
155985,2
95600,2
94511,2
35807,2
69224,2
27245,2
148591,2
148740,3
58598,2
74508,2
13310,2
40486,2
96021,2
47560,3
90399,2
38440,1
74050,2
106996,2
131429,2
116309,2
57209,2
151073,2
137372,2
43133,2
3907,2
31797,2
36449,2
121134,3
130954,2
61198,3
123648,1
105094,2
21802,3
20052,2
49445,2
35314,2
41570,2
29711,2
32170,3
129713,1
86793,2
127141,2
44776,3
18907,2
64895,2
10948,3
19834,2
61947,2
32006,2
83020,2
51379,3
140324,2
74160,2
38250,3
121257,1
151011,2
94050,2
5563,1
135488,2
16079,2
27195,2
147557,2
13088,2
136602,1
104145,3
20176,2
82157,2
22916,2
42905,4
65210,2
86930,2
30954,3
47981,2
131629,2
1572,2
10289,2
127270,2
81129,2
39085,2
123204,1
141813,3
143424,2
57377,2
85764,3
149019,2
798,2
108339,3
100914,2
76201,2
145356,2
48252,4
132084,3
129741,2
21241,2
50146,1
110521,2
29220,2
39864,2
144039,2
124147,3
88059,2
94338,2
153147,2
68468,2
99370,2
148373,1
20748,3
93074,2
2904,2
147862,2
149251,2
90747,2
71905,2
54534,2
99531,3
77923,2
448,3
153228,2
82062,3
82377,2
13827,3
87032,2
28187,1
26017,2
54353,2
45091,2
140569,3
27418,2
123977,3
79278,3
124764,2
76131,2
33221,2
28103,1
83714,2
97632,2
130462,2
25176,2
4686,3
147451,1
143559,2
51887,3
65164,4
110875,2
71163,2
25708,2
64239,2
115399,3
81830,1
75981,2
82351,2
37792,2
107560,2
130491,1
112248,2
27312,2
132858,2
32551,2
140328,2
96334,2
131634,2
65362,2
22449,2
79250,2
11201,2
11902,2
87149,2
113879,2
105714,2
3290,4
102951,2
115616,2
94322,2
155903,0
32566,3
129973,2
36068,2
137545,2
34492,2
119245,2
40612,2
84782,2
13506,2
56484,2
122599,1
36601,1
27904,2
125134,3
114962,3
12967,1
112071,2
127405,3
125869,3
150710,2
97135,2
110569,1
58369,2
148241,2
150936,1
91605,2
85390,2
140283,2
145207,2
114927,2
76469,1
27595,3
131939,2
67879,2
96050,2
95613,1
78584,2
15080,3
18966,4
9527,1
84320,2
81640,1
116950,2
47102,2
38125,3
126790,2
111168,2
65158,2
119623,2
134259,2
153360,3
36250,2
4185,2
59445,2
135984,2
40494,2
88981,2
112476,2
84622,2
42655,2
30155,1
59153,2
13558,2
55210,2
87547,2
58440,2
128136,2
102854,2
144888,2
95454,1
140128,2
113119,3
133096,2
151253,3
128583,2
99439,1
86938,2
46868,3
24596,2
9145,2
146177,3
69014,2
140135,2
133883,2
98931,2
66001,2
48893,2
130345,2
126864,1
38293,2
115357,2
143258,3
85943,3
19621,2
53087,2
89094,2
27722,2
25882,2
133344,2
27814,2
47163,3
134578,2
20773,2
73578,2
136843,1
13753,2
92801,2
112839,1
66068,2
47903,1
11403,2
77867,2
48419,2
95474,2
73188,3
144701,2
58204,2
147983,2
2853,4
7985,2
131396,2
32434,3
60859,2
103496,2
8258,2
62108,2
24969,2
83319,2
142468,4
89723,3
34670,2
37022,2
75051,2
18729,2
29762,1
88598,2
124588,1
128176,2
84888,2
40621,3
117085,3
73497,2
139068,1
133004,2
78804,2
117881,2
72514,2
52510,1
131361,2
41444,2
28997,2
29862,2
94982,2
16562,4
14269,2
2109,2
118239,2
146074,3
69868,2
17782,2
94187,2
153008,2
131476,2
155056,1
48224,3
115591,2
144907,2
66993,2
10672,3
87982,2
92932,3
21612,2
18796,2
2190,2
27601,2
14343,1
116427,1
69806,2
56360,2
41287,2
149690,2
51261,2
8933,2
105905,2
27428,3
144970,2
138909,3
88609,2
59157,2
91495,2
117650,2
70095,2
78144,2
113810,1
41532,2
55329,2
95716,2
154489,3
64914,1
29199,2
47398,2
88771,2
134618,2
90666,2
64242,2
69000,2
104029,2
19383,3
127302,1
77391,1
6335,2
68791,3
87655,3
81570,2
17171,2
46551,3
42651,2
103564,2
27955,3
52556,2
112710,1
151922,2
37465,2
77473,2
61345,2
64512,2
18259,2
60363,0
131161,2
118049,2
128343,2
9970,2
136123,2
55902,2
62180,2
120680,2
144708,2
39990,2
151414,2
149927,2
24785,2
75854,2
94724,3
50283,2
80320,2
151135,2
61136,1
76802,3
149045,2
149757,3
98820,2
90343,2
102944,2
5466,2
94515,2
118356,2
76371,2
3916,2
81151,2
25880,2
57117,1
67621,2
87406,2
121363,2
108728,2
21360,2
136953,1
32611,3
91288,2
36712,2
132200,2
68817,3
62151,2
27539,2
6876,2
11567,2
144225,2
21739,3
103804,2
35960,2
89152,1
5004,2
27852,2
117401,2
98715,1
77869,2
74027,3
90614,3
151772,2
17279,2
78957,2
29808,1
91275,2
58154,1
77937,2
130060,2
121672,2
91925,2
101397,3
82569,2
145359,3
114751,2
116664,2
67784,2
70322,2
140431,2
2609,2
127843,2
152135,2
128388,2
24875,2
10826,1
26773,2
27082,4
68339,2
93101,3
153108,2
272,1
17786,2
139382,1
51836,2
56593,2
17725,2
55152,2
151225,2
61117,3
7113,2
107270,2
66842,2
102041,3
46782,3
2876,2
71712,4
24900,2
63534,2
75402,2
11099,3
12815,2
152743,2
64444,2
145441,2
65735,2
147697,2
87466,2
2535,2
115415,3
152337,2
77421,2
100676,2
307,2
78663,2
152465,2
112326,2
147281,2
64114,2
21304,2
32009,2
26808,3
136281,2
111337,3
55333,2
45406,2
87350,2
40262,2
37355,3
63113,2
93351,2
62504,2
112186,2
31367,2
109051,2
138840,2
136424,2
132260,2
125433,2
81261,2
31217,2
3983,2
141519,1
77919,2
125784,2
45830,3
69396,2
22557,4
15975,2
118918,2
85786,2
151881,2
152660,2
99988,2
101156,2
4254,3
143481,2
151561,2
59046,2
96761,2
31151,2
67874,1
60463,1
55442,2
105378,2
6516,2
32903,3
56563,2
101455,2
56753,2
14219,3
55658,2
59624,1
32150,2
103453,2
42067,2
22802,2
68231,2
109293,3
89541,2
30482,2
99154,2
127607,3
63559,3
54123,2
5824,2
76162,2
31176,2
151306,1
117322,2
78385,2
152887,3
147961,1
37429,2
56182,2
112767,3
61884,3
69492,3
113908,2
30955,2
141143,2
123839,2
71733,2
140486,3
122944,2
24939,2
125822,2
89577,2
76020,2
42513,3
124693,2
68479,2
106758,2
36664,2
55823,2
9147,2
121306,2
124364,2
112000,1
132645,2
57694,2
8366,1
4679,0
60387,2
99150,2
8320,2
131704,2
79998,2
101868,3
46302,2
99051,2
83150,2
112947,2
54194,3
70118,2
86809,3
135926,2
85542,2
67824,2
64162,2
26926,2
1471,2
117163,2
97961,2
139961,2
51181,2
33907,1
127189,3
90771,2
89204,2
74718,2
95179,2
9861,2
133058,2
86465,2
53191,1
100738,3
8184,2
64210,2
67212,2
116226,3
147808,2
99083,0
143101,3
41825,2
29562,2
79825,2
5967,3
90168,3
32460,2
33562,3
22312,1
61788,3
16063,3
122053,2
109143,2
95781,3
17600,3
6053,2
114655,1
81055,1
99921,2
121045,2
40912,2
132985,2
113939,3
91983,0
52478,1
103738,2
15346,3
144125,3
61810,2
51288,3
134652,2
36320,3
148860,1
19255,3
147056,2
50881,2
111354,2
45990,2
136413,3
155707,3
110935,1
60073,2
53182,3
51494,2
82078,3
99503,2
77285,1
101674,2
108583,2
121298,2
47447,1
18129,3
153907,2
84034,2
8019,1
111309,2
33662,2
35278,2
36174,2
20174,2
80092,3
50328,3
15926,2
101328,2
68819,2
123178,2
101362,2
30687,2
94288,3
124540,2
53502,3
46834,2
73738,2
132010,2
116697,2
7912,2
29487,2
44044,2
89299,2
10718,2
99519,2
43659,2
33196,2
10409,3
65969,3
28120,2
19291,1
23604,2
22174,2
95903,2
125954,2
126762,2
42406,3
63708,2
153844,2
82577,2
1777,2
65100,1
102311,2
98135,1
90721,2
128072,2
70368,2
116922,3
8285,2
42248,2
56520,2
55559,1
79258,2
149245,2
131860,2
121022,1
92797,2
117674,2
117305,3
89216,2
154873,1
131264,3
108266,3
116646,3
75090,2
55226,2
117099,2
71977,2
51155,2
89083,2
56982,2
88510,2
32302,2
61151,3
137247,2
105903,3
124773,4
122087,2
83174,2
48112,2
139761,2
151764,2
153859,3
140849,2
47064,2
31983,3
104930,2
63727,2
112765,1
35533,2
42574,2
63195,2
63503,2
41371,3
140050,2
154049,2
106651,2
35488,3
67722,3
152902,2
43961,3
68989,2
84826,2
126434,3
1250,2
48570,2
56375,3
78267,2
152854,2
117188,3
151001,2
110539,3
83268,3
